CompletionTime_us,FlowSize_B,FCT_us
154166,345366,16282
154237,903451,1110
154257,54594,1091
154265,79122,2949
154267,1362745,1346
154340,7334,448
154469,11500,504
154505,100340,3257
154569,72820,4901
154629,118355,5982
154670,179862,11340
154674,7528,373
154732,23383,698
154763,512095,25009
154799,1346392,1440
154817,6423,436
154885,56316,158
154967,1893,395
154990,14309526,13364
155069,115,327
155225,34304,716
155243,10199,477
155245,18022,638
155270,6136,370
155352,145616,7547
155368,71995,4122
155369,25799,700
155399,50706,1859
155438,41905,1182
155490,1365,62
155519,4596,489
155527,24159,653
155527,196637,11255
155559,4371312,4063
155564,5207,405
155862,31590,1210
155883,57294,2991
155976,44013,1499
156021,25231,790
156090,2870,480
156139,28561,116
156153,20819,716
156337,1208833,1222
156391,9068,457
156525,4506,413
156639,39945,1039
156675,13286,602
156705,70891,3159
156772,69399,1169
156815,45521,1764
156875,29932,1356
157029,20860,814
157169,24662,112
157233,64632,4424
157268,45760,1632
157290,68069,5526
157336,27762,1065
157348,508090,27289
157473,146125,8439
157568,171326,406
157576,15751,603
157624,129462,7482
157787,2071,349
157809,4310,369
157954,3373,491
158136,8724,369
158184,42979,1162
158195,192974,9023
158232,54812,3361
158330,27660,904
158334,48963,1117
158368,71551,5462
158427,248137,15581
158448,78854,176
158472,168588,7360
158530,9802,69
158579,38715,145
158654,141323,7831
158756,7876,499
158808,3119,488
158811,6444,495
158833,5604,338
158923,21304,705
159103,1044900,1247
159119,77323,6629
159164,2180,508
159172,70700,4903
159182,14638,769
159502,26036,664
159683,4429,65
159796,175411,258
159897,4639726,4359
159910,675937,36478
159915,49002,1922
159989,190533,9620
160008,78565,6220
160036,3199745,3422
160064,78381,2190
160100,876364,26817
160108,41809,1764
160124,1639961,1640
160209,3700,470
160237,65928,4640
160333,18450,831
160345,91286,4044
160411,68866,2907
160440,1676,360
160445,73042,4333
160459,167923,7569
160493,190465,10927
160512,38215,133
160538,60908,2716
160561,5666,443
160610,931669,34135
160656,59220,2661
160686,926190,940
160802,3879,95
160839,3213,448
160839,37240,1287
160885,2277,565
160885,2761807,2678
160914,357,377
160919,63231,169
160966,7694,494
160985,797605,36713
161072,36419,1561
161076,40827,1654
161332,136721,6556
161354,1366016,57970
161417,877156,37918
161421,23359,115
161508,5691,67
161526,106089,6882
161559,36681,1274
161578,6325,630
161857,24086,790
161960,121165,5488
162003,11539,73
162033,78461,3485
162155,2566,419
162171,42141,1013
162327,54602,2591
162350,1200664,1352
162356,770344,35626
162395,289,473
162407,3681,413
162424,1836,434
162424,12346,467
162491,61506,1286
162548,4219,622
162556,23329,758
162585,480,357
162671,29331,1053
162696,12590,401
162699,17981,793
162765,17316,809
162789,1042448,1111
162803,32547,770
162829,73365,3382
162897,70344,2596
163012,28720,967
163013,5652,505
163044,63903,5148
163083,2037,381
163084,1307171,48310
163099,36393,1289
163105,20965,726
163108,167577,12796
163137,6988,382
163172,8894,473
163177,165369,12082
163215,1156268,51815
163440,140189,238
163477,44725,2082
163488,36518,1216
163518,13870,361
163535,47906,220
163562,5954,66
163656,15130,804
163788,77564,3179
163839,49708,1876
163842,10829,356
163848,2115,461
163880,25885,757
163884,26569,808
163890,27887,115
163903,1767949,57659
163971,31201,991
163979,1602065,56868
164074,45411,984
164075,111203,6309
164095,978,376
164146,59030,2830
164188,11055,76
164196,66535,5563
164334,5744,394
164391,5337,465
164464,139214,6418
164507,19054,723
164566,6032,482
164581,22871,705
164702,70927,5732
164716,62929,2177
164716,4287,387
164839,62520,162
164889,27610,757
164975,2096638,5779
164987,21217,726
164988,25278,951
165008,61248,3234
165062,5539,450
165083,207,345
165131,21477,835
165132,65551,1073
165232,2535056,65053
165250,24964,711
165639,884393,42033
165655,3421028,3316
165753,55020,1390
165908,6910,458
166054,336,397
166101,26042,723
166182,27251,1070
166186,20348,697
166226,3867338,66129
166355,22493,741
166358,27432,950
166370,2830178,2852
166524,564893,25406
166532,114017,7981
166620,63839,167
166645,3696,513
166702,23049,772
166833,338517,17948
166839,2918,439
166848,37213,123
166861,5980,444
166922,61246,1854
166926,9809,518
166936,1489078,61337
166996,16799,662
167117,19952,864
167207,24287,925
167257,78482,1580
167269,45264,1849
167279,4850,548
167294,79588,3814
167310,11133,484
167458,66520,2008
167519,66317,166
167569,5020,417
167577,44017,176
167647,129388,9860
167648,513934,32273
167738,74658,4801
167778,96379,6821
167794,6991,428
167857,238567,10101
167943,5316,590
167951,8151,75
168021,37499,1292
168042,2817,347
168088,34641,1386
168153,5321,506
168267,45423,2138
168308,72275,1675
168337,11930,321
168340,13621029,14681
168380,298363,23848
168391,43331,128
168571,531442,31265
168601,28464,725
168621,71891,2295
168652,55938,2471
168789,35480,1293
168805,2250,459
168923,57927,3670
168981,61233,4262
169062,728038,44730
169095,35843,1326
169341,55833,2495
169407,451172,21524
169410,1268,485
169412,25491,730
169595,9095,439
169607,72591,173
169665,5123,495
169797,1253,513
169839,57939,4170
169847,41690,1961
169857,11108,429
169924,25334,1189
170004,69090,4089
170009,8871895,8352
